"","x1","x2","x3","x4","x5"
"5506",974,492,66,15035,98053
"5507",1108,499,74,14854,111421
"5508",991,497,62,14804,100127
"5509",999,489,66,14860,100537
"5510",890,503,80,14594,89939
"5511",846,509,70,15042,85677
"5512",970,512,65,15123,98061
"5513",1038,508,71,14722,104861
"5514",971,498,82,14787,98066
"5515",1167,498,79,14966,117514
"5516",1095,509,69,15213,110031
"5517",864,497,75,14585,87324
"5518",1057,499,87,14734,106734
"5519",969,499,59,15230,97852
"5520",1013,496,69,14904,102409
"5521",1103,494,78,14935,111409
"5522",1044,485,58,15057,105611
"5523",948,492,72,14877,95585
"5524",1138,484,63,15156,114814
"5525",1072,497,70,14727,108237
"5526",932,501,70,15404,94159
"5527",886,491,74,15186,89778
"5528",935,495,63,15241,94651
"5529",1004,490,66,14910,101465
"5530",924,499,76,15211,93303
"5531",1089,494,69,14794,109981
"5532",971,508,69,14674,98230
"5533",727,484,72,15181,73651
"5534",909,500,74,14919,91888
"5535",1002,501,73,15231,101157
"5536",938,494,77,14855,94742
"5537",882,498,70,14822,89146
"5538",1012,495,74,14589,101607
"5539",1060,492,68,15339,106617
"5540",833,507,86,15076,84319
"5541",832,501,66,14923,84208
"5542",1094,499,59,14943,110077
"5543",1011,491,68,14874,101900
"5544",1094,501,78,14928,110272
"5545",1063,511,71,14869,107283
"5546",1013,519,71,15241,102006
"5547",995,502,70,15073,100620
"5548",904,488,65,15041,91492
"5549",897,498,83,14963,90770
"5550",944,496,59,15375,95369
"5551",898,504,55,14637,90535
"5552",1077,494,80,15290,108387
"5553",952,498,70,14725,96503
"5554",975,512,61,14962,98679
"5555",911,507,72,14886,92230
"5556",970,489,61,14957,97824
"5557",1001,504,68,14843,101449
"5558",1047,507,77,15184,106029
"5559",773,490,72,15235,78390
"5560",828,498,69,15123,83906
"5561",1119,495,69,15289,113015
"5562",1022,506,70,15669,102819
"5563",928,515,76,15325,93935
"5564",897,511,55,14538,90468
"5565",1024,493,61,14938,103799
"5566",1033,486,60,15370,104227
"5567",937,510,74,15157,94989
"5568",855,499,71,15267,86265
"5569",1149,507,67,15114,115676
"5570",845,494,77,14683,85480
"5571",980,507,65,14999,98912
"5572",922,488,66,15354,93324
"5573",1053,494,77,14933,106409
"5574",967,496,56,15081,97777
"5575",1016,495,82,14991,102521
"5576",920,504,77,14640,93084
"5577",939,507,81,15009,94716
"5578",1073,505,67,15210,108593
"5579",1026,501,76,14751,103825
"5580",1161,491,79,14992,117487
"5581",924,498,72,14760,93451
"5582",964,500,80,14908,97304
"5583",1046,487,66,15186,105620
"5584",927,518,68,15149,93608
"5585",1041,499,59,14790,104800
"5586",1044,496,63,14545,105506
"5587",1068,509,59,14962,107740
"5588",1066,495,69,15028,107451
"5589",983,506,60,14935,98758
"5590",1114,498,53,15195,112039
"5591",1154,505,81,14898,116494
"5592",865,495,62,15001,87435
"5593",1026,485,79,14955,104036
"5594",806,502,68,15142,81585
"5595",1021,493,69,15072,102864
"5596",887,507,76,15141,89510
"5597",1000,496,70,14808,100913
"5598",917,489,72,15040,92732
"5599",1014,501,59,14531,102567
"5600",956,494,68,15189,96854
"5601",1055,514,76,15327,106465
"5602",981,505,80,15179,99371
"5603",911,483,69,15037,92372
"5604",939,490,73,15095,94734
"5605",1037,500,70,15191,104951
"5606",938,515,74,14523,94928
"5607",931,502,89,15128,94193
"5608",1017,477,70,15616,102611
"5609",952,500,70,15028,96567
"5610",1046,503,74,14846,105843
"5611",1057,506,71,15083,106557
"5612",908,503,59,15191,91472
"5613",1020,498,79,14848,103319
"5614",976,513,74,15008,98460
"5615",994,509,78,15294,100677
"5616",991,497,83,14965,99884
"5617",975,495,72,15120,98321
"5618",958,511,67,15462,96432
"5619",954,494,67,14735,96554
"5620",989,493,63,14703,99653
"5621",961,493,61,15240,97287
"5622",986,505,74,15144,99944
"5623",923,499,64,14767,92978
"5624",1007,498,68,14512,101936
"5625",955,503,65,14939,96348
"5626",933,499,70,15216,94250
"5627",918,502,72,15198,93047
"5628",1009,511,75,15276,101858
"5629",1006,490,63,15061,101287
"5630",1109,506,72,14952,112235
"5631",1060,492,67,15202,107076
"5632",965,495,85,14861,98049
"5633",940,497,79,15277,95121
"5634",957,497,72,14963,96311
"5635",874,507,68,14983,88634
"5636",1094,502,54,15058,110719
"5637",1021,509,66,14561,103473
"5638",1065,498,73,15181,107130
"5639",926,491,65,14701,93760
"5640",1119,507,79,15385,112889
"5641",971,499,64,15252,98013
"5642",940,505,72,14971,94825
"5643",1093,512,75,15371,110025
"5644",888,500,66,14753,89202
"5645",1018,488,67,15252,102653
"5646",886,495,58,15273,89770
"5647",934,516,70,15098,94315
"5648",966,500,65,15023,97706
"5649",994,494,78,15423,100150
"5650",1132,484,67,15040,114530
"5651",873,499,85,14923,88194
"5652",1037,503,66,14847,104531
"5653",1034,505,74,14682,104423
"5654",991,500,62,14799,100172
"5655",1099,507,67,15608,111116
"5656",978,492,74,14970,98773
"5657",934,506,65,15444,94044
"5658",1017,494,65,14617,102492
"5659",953,498,64,15518,95855
"5660",958,506,69,15169,96588
"5661",1048,516,65,15067,105455
"5662",1037,507,72,14996,104505
"5663",987,501,72,15272,99505
"5664",1031,507,76,15265,104140
"5665",938,501,70,15424,94386
"5666",1100,492,69,15190,111120
"5667",936,514,71,15064,94004
"5668",1090,507,66,14696,109911
"5669",966,500,69,15233,97471
"5670",1006,492,65,15141,101413
"5671",1131,505,70,15213,113832
"5672",1016,509,72,15277,102190
"5673",947,493,70,15208,95385
"5674",1080,485,69,15320,109457
"5675",1009,485,63,15062,102049
"5676",964,510,76,15095,97490
"5677",902,503,58,15148,91001
"5678",1036,504,84,15790,104461
"5679",1050,494,71,15381,105934
"5680",1069,492,68,14642,108001
"5681",1085,486,68,14718,109613
"5682",949,493,56,15299,95635
"5683",965,497,79,15040,97316
"5684",996,504,67,15601,100563
"5685",1132,504,63,14883,114226
"5686",1040,502,64,15289,104699
"5687",1114,481,74,15257,112212
"5688",1113,494,74,15075,111812
"5689",1028,524,67,15124,104177
"5690",960,505,71,15173,97261
"5691",1052,513,72,14945,106003
"5692",939,496,64,15012,95506
"5693",1030,498,79,14689,104168
"5694",1029,495,63,14992,104080
"5695",928,503,82,15279,93617
"5696",1036,496,62,15256,104917
"5697",976,506,66,14922,98116
"5698",990,490,71,15109,100132
"5699",1045,483,54,15011,105501
"5700",976,501,72,14512,98528
"5701",1041,507,66,14935,105156
"5702",1052,509,63,15440,106428
"5703",954,503,59,14888,96237
"5704",836,495,64,14865,84734
"5705",1088,499,73,15096,109562
"5706",884,495,64,15247,89465
"5707",921,500,74,15214,93468
"5708",919,500,70,14690,93021
"5709",1037,489,74,14590,104407
"5710",920,514,68,14965,93292
"5711",985,511,74,15024,98713
"5712",934,500,72,15290,94340
"5713",1090,492,64,15259,109948
"5714",1078,508,68,15157,108742
"5715",1024,503,57,14740,103230
"5716",900,493,68,15086,91078
"5717",944,493,65,15057,95253
"5718",987,490,68,14912,99304
"5719",978,490,64,14683,98684
"5720",984,515,79,15081,99497
"5721",1006,510,67,14726,101668
"5722",1009,502,69,15468,102310
"5723",1017,503,83,15253,102252
"5724",946,501,70,14797,95347
"5725",904,503,56,14886,91671
"5726",1152,514,75,15372,116061
"5727",925,491,64,15048,93667
"5728",1008,496,70,14862,101696
"5729",1017,492,81,14745,102663
"5730",1065,514,66,14788,107564
"5731",903,507,64,14832,91242
"5732",1078,517,74,14783,109091
"5733",1111,497,76,15173,112670
"5734",963,510,69,14848,97472
"5735",933,499,59,15100,94644
"5736",806,509,72,14483,81900
"5737",1053,501,58,15213,106357
"5738",1101,499,73,14994,111279
"5739",1100,493,82,14989,111014
"5740",941,501,58,14905,95178
"5741",1102,503,72,14640,111363
"5742",1076,504,68,14918,108650
"5743",1039,499,78,15031,104957
"5744",950,495,76,14812,95942
"5745",930,496,78,14969,93990
"5746",870,497,74,15288,87954
"5747",1089,497,78,15120,109833
"5748",952,507,61,15291,96274
"5749",948,498,87,15054,95822
"5750",938,487,74,15012,95190
"5751",992,489,69,15186,100339
"5752",857,494,62,15267,86506
"5753",1097,510,70,15101,111016
"5754",874,496,61,14952,88301
"5755",962,497,73,15063,97061
"5756",1059,486,70,15019,106694
"5757",1053,493,65,14802,106583
"5758",971,499,70,14983,98457
"5759",909,493,74,15223,92047
"5760",964,494,58,14665,97487
"5761",941,503,62,14853,95069
"5762",1004,497,59,15109,101368
"5763",930,492,72,15006,94170
"5764",1103,509,71,15166,110844
"5765",882,491,72,15077,89472
"5766",985,507,64,14589,99360
"5767",1035,492,68,14483,104626
"5768",1034,508,61,15379,104468
"5769",1110,500,71,14820,111617
"5770",930,506,66,14521,94079
"5771",1052,510,66,15195,105882
"5772",999,487,75,15103,100718
"5773",1096,503,72,14762,110289
"5774",917,514,76,14342,92863
"5775",981,501,71,14903,99659
"5776",885,494,68,14817,89693
"5777",1044,497,70,14869,105388
"5778",1098,507,78,15105,110523
"5779",992,502,71,14939,99902
"5780",949,491,76,15365,96403
"5781",954,493,72,14989,96767
"5782",903,494,82,14987,91390
"5783",1047,495,64,14882,105346
"5784",1021,501,62,14995,103376
"5785",1076,520,69,14957,108518
"5786",994,492,64,15140,100539
"5787",1057,505,63,15375,106677
"5788",951,502,74,15576,96496
"5789",1130,494,84,15185,113950
"5790",919,512,77,14866,92982
"5791",1025,503,70,15032,103169
"5792",972,500,55,15243,98269
"5793",1176,496,73,15126,118733
"5794",1067,493,59,14773,107421
"5795",1046,503,61,14860,105370
"5796",965,499,75,14670,97719
"5797",1009,502,72,14890,101612
"5798",975,497,76,14843,98610
"5799",982,495,74,14472,99288
"5800",1136,482,65,14937,115113
"5801",1102,495,50,14914,110895
"5802",1083,519,78,15271,109253
"5803",1169,499,70,14995,118256
"5804",883,491,79,14970,89285
"5805",999,485,56,15325,101528
"5806",1079,490,76,14808,109241
"5807",1082,506,78,15088,108980
"5808",903,507,66,15165,91353
"5809",959,505,80,15184,97098
"5810",969,497,75,15365,98050
"5811",920,497,68,14777,92809
"5812",1015,503,82,14886,102395
"5813",1057,502,73,14964,106735
"5814",1017,488,68,15446,102718
"5815",1017,504,71,14963,102960
"5816",1096,491,73,15379,110437
"5817",1097,500,62,15117,110229
"5818",1164,497,55,15548,116869
"5819",1073,513,72,15388,108395
"5820",735,503,75,15270,74244
"5821",958,500,74,14688,97387
"5822",929,511,66,15126,94157
"5823",1034,504,62,14891,104478
"5824",982,504,65,14913,98790
"5825",944,515,63,14783,95740
"5826",1043,491,67,14832,105421
"5827",857,500,61,14904,86732
"5828",1014,505,65,15133,102179
"5829",1192,502,72,15254,120139
"5830",1037,504,67,15427,104292
"5831",1016,501,69,14414,102568
"5832",947,497,65,15178,95922
"5833",1056,501,65,14724,106076
"5834",938,493,76,15349,95060
"5835",869,490,60,14841,87828
"5836",1154,504,81,14541,116418
"5837",934,501,69,14907,94265
"5838",892,504,66,14983,89975
"5839",916,495,83,14538,92967
"5840",975,501,73,15096,98021
"5841",1056,492,76,15003,106832
"5842",1046,503,71,14947,105806
"5843",1091,501,69,15141,110213
"5844",1098,509,72,14709,110354
"5845",982,507,71,14797,99248
"5846",939,496,63,14855,95061
"5847",1065,501,80,14786,108105
"5848",1028,485,67,14787,103459
"5849",1148,506,72,14998,116066
"5850",879,488,65,14506,88976
"5851",1097,501,66,15087,111030
"5852",1128,488,65,14871,114087
"5853",1117,509,75,14812,112727
"5854",955,498,62,14736,96595
"5855",1011,501,76,14823,102246
"5856",962,509,72,15006,97157
"5857",970,490,59,14961,98105
"5858",946,514,71,14908,95040
"5859",1045,494,69,14834,105595
"5860",963,499,72,15185,97138
"5861",928,499,71,15374,94012
"5862",1054,494,78,14885,106354
"5863",1078,504,57,14838,108641
"5864",968,484,70,14913,97559
"5865",986,509,67,14983,99786
"5866",954,504,70,15258,96474
"5867",995,509,63,14908,100389
"5868",1020,509,64,15138,102667
"5869",1070,497,81,14924,108147
"5870",928,510,66,14952,93580
"5871",994,492,76,15118,100474
"5872",1069,496,66,15086,107604
"5873",982,498,71,14740,99383
"5874",1166,504,69,15374,117550
"5875",1019,497,69,15340,103017
"5876",1004,493,78,15189,101102
"5877",940,502,62,15113,94948
"5878",949,501,66,14845,95824
"5879",977,493,74,15510,98665
"5880",1115,493,78,14928,112593
"5881",999,503,71,15234,100824
"5882",1000,504,61,15403,101194
"5883",1021,487,66,14956,103244
"5884",828,499,65,15457,83531
"5885",965,502,63,14749,97113
"5886",1030,491,72,14895,103858
"5887",944,491,74,15048,95555
"5888",1051,503,75,14661,106531
"5889",1013,503,60,14634,101892
"5890",1155,499,66,15313,116575
"5891",1048,504,58,15136,105648
"5892",1005,510,79,15317,101477
"5893",1014,500,64,15105,101907
"5894",1098,510,74,15232,111023
"5895",1010,494,72,15381,102202
"5896",1005,502,73,14491,101767
"5897",966,498,66,15361,97677
"5898",892,505,76,15114,90279
"5899",937,504,67,15085,94643
"5900",1087,510,68,15181,109577
"5901",1006,487,71,14785,101444
"5902",1029,500,83,14522,103521
"5903",1059,506,71,14953,107426
"5904",814,502,77,15093,82034
"5905",1213,496,66,15261,122524
"5906",903,485,65,15361,90968
"5907",1018,513,51,15043,102829
"5908",935,492,66,15094,94603
"5909",1057,498,77,14690,106547
"5910",1072,508,77,14892,108154
"5911",1022,468,71,14725,103336
"5912",1124,490,65,15040,113459
"5913",974,488,82,15120,98285
"5914",1015,499,70,14744,102151
"5915",1143,484,78,14592,115561
"5916",885,494,75,14679,89508
"5917",1017,494,73,15082,102670
"5918",972,511,64,15021,98012
"5919",1025,504,76,14893,103676
"5920",948,500,65,14973,95755
"5921",947,509,68,15077,95679
"5922",992,508,69,15357,99980
"5923",992,511,83,15210,100377
"5924",970,493,70,15465,98104
"5925",1149,509,71,14864,115697
"5926",915,506,74,15048,92355
"5927",934,501,71,14911,94826
"5928",976,498,59,14986,98610
"5929",970,498,67,15388,97958
"5930",886,499,76,14643,89988
"5931",953,508,60,15419,96593
"5932",1102,504,59,15411,111635
"5933",975,506,81,14739,97874
"5934",1097,502,71,15316,110733
"5935",912,489,72,15193,91935
"5936",1024,503,65,14979,102998
"5937",945,500,72,14732,95532
"5938",1024,486,70,15060,103563
"5939",1095,505,71,14549,110557
"5940",1121,499,69,15131,112958
"5941",917,512,59,15684,92371
"5942",997,493,69,15019,100850
"5943",951,502,74,15309,95996
"5944",1032,502,74,15126,104168
"5945",992,497,79,14942,100666
"5946",1038,500,72,15329,104755
"5947",1071,493,56,14502,108264
"5948",993,500,57,15210,100345
"5949",903,517,68,15019,91145
"5950",873,489,56,15206,88372
"5951",977,493,73,14698,98600
"5952",1045,501,67,14644,105727
"5953",1072,473,79,15511,108355
"5954",1065,503,69,14924,107935
"5955",1030,513,79,14756,103620
"5956",1058,501,65,14929,106658
"5957",986,498,61,14738,99617
"5958",1030,487,80,15179,103744
"5959",1091,508,64,14951,109856
"5960",955,482,76,14205,96531
"5961",1060,492,71,15172,106671
"5962",864,509,63,14757,87530
"5963",991,498,69,14905,100089
"5964",937,490,72,14963,94972
"5965",1088,490,76,14745,109661
"5966",1037,498,67,14687,104689
"5967",997,497,74,14667,100869
"5968",867,511,58,15201,87346
"5969",1022,502,68,15210,103443
"5970",1000,501,67,14773,100838
"5971",860,488,71,14773,87449
"5972",927,494,68,14948,94079
"5973",1018,510,74,15185,103062
"5974",1038,500,71,15097,105141
"5975",925,503,83,14798,93339
"5976",1135,494,64,14562,114341
"5977",881,510,65,14828,89069
"5978",1060,487,71,14792,107016
"5979",963,501,57,15631,97624
"5980",1057,497,70,15175,106592
"5981",861,507,70,14632,86979
"5982",1074,488,78,14879,108715
"5983",928,506,64,14998,93785
"5984",934,491,58,15141,94220
"5985",1122,495,74,15151,113254
"5986",1013,483,59,15158,102225
"5987",908,515,75,14775,91301
"5988",1022,495,78,14759,102889
"5989",1145,499,70,15179,115282
"5990",1051,495,58,14831,106093
"5991",922,503,91,15207,93218
"5992",1064,499,62,14773,107157
"5993",987,495,77,15484,99525
"5994",893,487,66,14938,90701
"5995",892,497,67,15038,90384
"5996",1108,510,76,15103,111616
"5997",955,499,67,15267,96965
"5998",1055,506,78,14987,106393
"5999",1086,500,76,15258,109623
"6000",932,500,71,15324,94070
"6001",945,489,81,15015,95485
"6002",1040,503,74,14613,104742
"6003",1102,505,76,14853,111263
"6004",934,505,76,14787,93786
"6005",1181,496,72,15102,118867
"6006",943,500,73,14839,94967
"6007",996,505,56,14671,100087
"6008",1010,501,60,15193,102236
"6009",867,512,73,15205,88047
"6010",1010,506,68,15388,101980
"6011",940,511,66,15237,94878
"6012",972,516,66,14981,98067
"6013",942,498,74,15279,95344
"6014",1004,502,65,14890,101522
"6015",1109,494,58,14646,112352
"6016",1024,499,71,15230,103294
"6017",1071,488,65,14865,108471
"6018",1057,502,59,15126,106774
"6019",923,495,68,14874,93030
"6020",1002,508,69,14876,101308
"6021",960,495,73,15085,96902
"6022",955,500,79,15474,96591
"6023",919,479,68,15010,92639
"6024",882,517,75,14984,89057
"6025",1056,501,69,14833,106923
"6026",1074,496,63,14849,108547
"6027",1038,501,74,15160,104755
"6028",965,498,68,15507,97655
"6029",948,483,71,15456,95791
"6030",1085,514,79,14971,109468
"6031",993,511,81,15339,100617
"6032",828,495,69,14981,83279
"6033",1101,507,72,14944,111201
"6034",957,499,73,14775,96703
"6035",970,501,63,14323,97783
"6036",1125,508,68,15071,113456
"6037",945,522,64,15145,95765
"6038",885,512,67,14838,89577
"6039",932,514,60,14948,93519
"6040",1045,504,73,15522,105958
"6041",1132,506,71,14878,114375
"6042",972,511,73,14929,98236
"6043",906,497,83,15660,91435
"6044",917,496,67,15601,92984
"6045",738,566,67,9668,74728
"6046",681,555,70,9937,69325
"6047",693,565,67,9777,70324
"6048",696,561,76,9988,70433
"6049",549,565,69,9747,55498
"6050",610,563,67,10256,62187
"6051",677,565,73,10155,68774
"6052",690,581,67,10456,69914
"6053",679,557,62,10230,68944
"6054",590,558,91,10221,60187
"6055",480,559,53,10346,48798
"6056",620,547,64,9714,63110
"6057",596,559,71,9786,60489
"6058",687,557,66,10118,69465
"6059",705,561,66,9960,71427
"6060",766,566,72,10135,77489
"6061",686,570,66,10178,69782
"6062",643,557,76,10106,65377
"6063",673,563,71,10287,68167
"6064",776,546,60,10070,78455
"6065",696,566,57,10258,70589
"6066",632,558,58,9831,64382
"6067",749,562,66,10049,75728
"6068",778,556,84,10080,78587
"6069",608,557,67,10046,61755
"6070",825,550,72,10013,83581
"6071",534,575,71,10011,54237
"6072",467,552,58,10223,48026
"6073",674,547,62,10192,68310
"6074",841,557,65,10250,85580
"6075",763,572,58,10368,76791
"6076",703,560,65,9852,70801
"6077",748,561,70,10292,75921
"6078",841,561,63,9856,84601
"6079",841,569,67,10206,85265
"6080",745,561,65,10035,75497
"6081",726,561,66,9854,73433
"6082",661,559,75,9619,66979
"6083",764,556,60,9897,76846
"6084",627,559,63,10004,63450
"6085",708,564,72,10098,72115
"6086",819,576,59,10314,82740
"6087",722,542,62,10106,73372
"6088",706,556,65,10024,71266
"6089",800,557,77,9975,80921
"6090",787,561,74,9847,79730
"6091",658,565,52,10443,67418
"6092",734,557,68,10381,74333
"6093",721,562,61,9980,72983
"6094",572,552,59,10182,58337
"6095",719,558,72,9808,72665
"6096",619,562,58,10062,63049
"6097",736,569,77,10064,74271
"6098",756,558,66,10159,76541
"6099",643,562,69,9874,65330
"6100",700,561,72,10261,71154
"6101",684,557,72,10053,69120
"6102",711,557,58,9730,72303
"6103",772,545,64,10086,78245
"6104",791,555,74,9903,80118
"6105",699,566,78,10008,71105
"6106",787,550,64,9966,79655
"6107",783,570,81,9769,79455
"6108",585,563,62,9895,59543
"6109",782,578,59,10340,79373
"6110",736,551,73,10062,74655
"6111",738,550,66,9894,74734
"6112",577,557,57,9944,58956
"6113",813,548,69,10389,82239
"6114",642,549,65,10052,64868
"6115",622,555,68,10099,63185
"6116",678,549,64,9785,68451
"6117",656,558,63,9986,66839
"6118",648,561,59,10167,65860
"6119",787,553,80,10319,79722
"6120",627,565,66,10097,63328
"6121",699,570,77,9668,70732
"6122",626,558,83,9874,63567
"6123",779,560,68,10197,78879
"6124",780,554,71,9768,78802
"6125",664,559,52,9678,67449
"6126",692,563,68,9768,69935
"6127",673,550,67,10045,68947
"6128",736,559,61,9915,74764
"6129",574,546,73,9768,58049
"6130",553,551,69,10188,56311
"6131",595,573,75,10318,60895
"6132",674,563,67,9805,68003
"6133",567,556,62,10327,57596
"6134",787,550,73,10206,79316
"6135",679,564,72,9545,68954
"6136",692,555,69,9812,70565
"6137",604,570,67,10078,61347
"6138",779,563,74,9619,79328
"6139",767,555,71,10131,77751
"6140",844,557,64,9773,85592
"6141",864,558,67,9877,87178
"6142",681,569,68,10590,68915
"6143",713,566,78,9782,71975
"6144",729,559,87,9217,73960
"6145",691,558,72,10128,70259
"6146",669,555,74,10070,68005
"6147",690,565,78,10292,70023
"6148",689,564,73,9850,70450
"6149",675,573,64,10065,68266
"6150",736,546,54,10157,75070
"6151",846,559,60,10292,85113
"6152",728,559,69,9896,73983
"6153",719,573,70,9494,72731
"6154",657,561,78,10014,67066
"6155",712,560,79,9827,72431
"6156",747,564,54,10077,75794
"6157",693,543,71,10198,70531
"6158",866,556,72,9643,87227
"6159",737,562,60,9807,74658
"6160",517,557,68,10072,52466
"6161",805,552,72,10221,81127
"6162",608,573,64,10091,61502
"6163",795,560,71,9878,80556
"6164",718,568,68,10103,72789
"6165",677,556,63,10092,68826
"6166",573,558,75,9860,58397
"6167",609,562,85,9998,61843
"6168",630,547,73,10039,64246
"6169",771,558,66,10447,78288
"6170",769,562,63,9746,77754
"6171",718,554,60,9974,73008
"6172",743,564,70,9936,75215
"6173",734,556,69,9716,74273
"6174",647,562,71,10098,66104
"6175",660,547,71,9630,67081
"6176",580,563,69,9704,58595
"6177",790,576,59,10110,80084
"6178",627,561,74,9823,63563
"6179",650,568,62,9745,65642
"6180",615,576,69,10152,62843
"6181",636,552,76,9516,64454
"6182",701,554,58,10006,71077
"6183",600,544,85,9720,60927
"6184",757,569,71,9967,77137
"6185",671,566,77,9903,68159
"6186",641,552,67,9829,64837
"6187",702,552,88,10166,70719
"6188",533,556,62,10334,53743
"6189",825,556,81,9946,83619
"6190",681,568,71,10163,69439
"6191",640,561,74,9852,64803
"6192",745,572,61,10027,75533
"6193",726,557,75,10089,73505
"6194",643,561,63,9949,65107
"6195",669,551,76,9704,67589
"6196",711,552,65,10181,72269
"6197",761,553,68,9942,76807
"6198",707,560,67,9571,72228
"6199",733,567,80,10031,73951
"6200",792,558,73,10190,80700
"6201",770,547,70,9662,77969
"6202",743,549,62,10468,75364
"6203",646,566,68,9798,65544
"6204",779,561,71,9903,78844
"6205",668,571,67,9482,67606
"6206",697,553,68,10340,70771
"6207",901,574,67,10094,91370
"6208",727,574,62,9960,73816
"6209",620,555,60,10083,63167
"6210",650,563,65,9940,66176
"6211",778,568,64,9759,78665
"6212",821,552,77,9917,83111
"6213",751,551,70,10323,76344
"6214",656,552,66,10172,66377
"6215",612,559,68,9688,62458
"6216",758,560,71,10305,76971
"6217",866,562,67,9804,87256
"6218",654,552,66,9838,66554
"6219",723,561,63,9895,73344
"6220",668,567,67,10065,67744
"6221",623,568,70,10390,63345
"6222",709,562,63,10156,71897
"6223",625,557,71,9861,63388
"6224",665,562,65,10320,67380
"6225",701,558,56,9995,71334
"6226",588,554,64,9654,59781
"6227",648,553,72,9935,65854
"6228",593,549,70,10016,60433
"6229",900,573,69,9730,90862
"6230",533,563,65,10187,54108
"6231",639,571,83,10015,64942
"6232",621,570,62,9830,63141
"6233",671,568,59,10096,68078
"6234",692,563,71,10338,69941
"6235",736,555,50,10195,74882
"6236",703,563,73,9796,71184
"6237",724,564,68,9738,73623
"6238",576,555,68,10490,58643
"6239",788,549,72,10288,79780
"6240",679,557,63,9921,68874
"6241",692,560,66,10187,70216
"6242",634,560,74,10208,64475
"6243",678,557,64,10002,68816
"6244",656,569,60,9987,66700
"6245",710,572,72,9605,72009
"6246",746,567,78,9983,75697
"6247",750,558,69,10135,76081
"6248",785,557,74,9879,78899
"6249",709,556,64,9990,71800
"6250",716,553,61,10024,72642
"6251",754,562,66,9928,76254
"6252",660,550,84,10203,67093
"6253",678,568,67,9859,68586
"6254",739,562,60,9854,75135
"6255",674,562,75,10301,67929
"6256",626,566,62,10080,63461
"6257",861,554,77,9646,87513
"6258",687,566,65,10318,69639
"6259",751,548,75,9808,76329
"6260",745,556,64,9828,75089
"6261",529,576,82,10245,54146
"6262",716,559,76,10064,72676
"6263",575,556,67,9852,58291
"6264",879,577,77,10221,88680
"6265",682,564,66,9972,69152
"6266",777,563,72,10359,78245
"6267",766,566,73,9803,77662
"6268",687,568,54,10033,69845
"6269",646,543,65,9985,65451
"6270",623,544,63,10261,63042
"6271",892,551,62,10074,90293
"6272",806,557,91,9974,81462
"6273",743,563,77,9759,75239
"6274",660,559,77,9503,67073
"6275",680,562,59,10112,69006
"6276",756,552,59,10356,76505
"6277",702,554,79,9976,71058
"6278",816,556,68,9968,82666
"6279",810,553,58,10389,81728
"6280",584,562,74,10169,59565
"6281",674,559,61,10239,68275
"6282",706,574,75,9919,72050
"6283",739,573,65,9932,74891
"6284",740,546,61,10042,75046
"6285",759,563,54,9699,76825
"6286",699,573,61,9923,70992
"6287",574,560,74,10415,58443
"6288",724,578,73,10009,73357
"6289",669,551,76,10203,68100
"6290",639,576,68,9980,64660
"6291",753,561,62,9845,76310
"6292",608,556,71,9783,61764
"6293",765,559,71,10077,77192
"6294",727,552,61,9796,73420
"6295",656,556,61,9724,66782
"6296",564,545,69,10080,57645
"6297",515,565,73,10194,52831
"6298",707,560,69,10336,72207
"6299",735,562,73,10540,74597
"6300",600,573,55,9922,60955
"6301",780,561,76,9620,78858
"6302",880,566,78,9898,88935
"6303",613,559,71,9942,62266
"6304",816,545,62,10208,82656
"6305",700,574,51,10327,70819
"6306",639,547,79,9936,65137
"6307",612,555,65,9990,61654
"6308",616,552,76,9925,62739
"6309",707,556,65,9827,71762
"6310",660,563,65,10352,67176
"6311",682,567,76,10246,69369
"6312",686,569,59,9958,69896
"6313",598,556,58,9878,60678
"6314",630,574,76,9890,63925
"6315",763,558,69,9835,77072
"6316",663,557,72,10122,67359
"6317",738,547,53,10064,74507
"6318",694,563,77,9700,70742
"6319",632,569,65,10249,64315
"6320",679,568,67,10050,68675
"6321",641,556,82,9782,65683
"6322",690,564,73,9899,70257
"6323",709,565,55,10402,71816
"6324",573,568,73,10373,58502
"6325",750,558,72,10028,76155
"6326",694,544,65,9706,70698
"6327",611,560,65,9707,61941
"6328",722,546,72,10082,73368
"6329",753,561,72,10512,76256
"6330",558,561,85,10252,57120
"6331",638,568,62,9504,65011
"6332",636,569,63,10242,64370
"6333",635,560,52,10012,63959
"6334",713,579,75,9930,72293
"6335",619,555,73,9982,62749
"6336",757,554,71,9827,76956
"6337",719,554,74,10033,72575
"6338",511,553,76,10324,52752
"6339",661,562,54,9754,67231
"6340",705,561,69,10391,71867
"6341",724,564,69,10372,73362
"6342",700,559,72,9838,71450
"6343",630,547,62,9878,64293
"6344",749,556,72,9695,76595
"6345",793,570,68,10363,80293
"6346",783,568,71,10173,79105
"6347",846,555,89,10364,85656
"6348",720,555,65,9775,72793
"6349",864,547,76,9894,87563
"6350",666,550,72,9883,67427
"6351",745,567,67,9911,76028
"6352",766,567,71,10014,77009
"6353",591,566,64,9612,59648
"6354",685,548,73,10253,68783
"6355",705,555,58,9667,71805
"6356",729,553,75,10298,73859
"6357",629,569,49,9759,64086
"6358",703,562,70,10140,71414
"6359",722,564,65,9903,73235
"6360",715,566,77,9695,72537
"6361",565,556,73,9967,57106
"6362",622,555,57,10257,63319
